gid,role,role_score,cluster_id,priority_score,evidence,rank,role_secondary,flags,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,truncated,p_forward,seed_payers,seed_upstream,seed_kzt_in,seed_share,key_links,pagerank,betweenness,fast_in_share,lag_median_days,sync_payers_max,n_return_cycles,repeated_routes,split_days,anomaly,c_role,c_seed,c_volume,c_network,c_patterns
100000008547844100,distributor,0.752,2,0.6609,"Веер: 19 получателей при 3 плательщиках; разослал 2 млн ₸, в среднем 97 тыс ₸ за перевод",61,,быстрый_транзит;возвратные_циклы,2,False,3,19,177600.0,2042199.0,3,21,11.498868,False,1.0,0,3,1065.817435,0.000522,7,0.000344,0.001788,1.0,1.0,1,2,0,1,False,0.564,0.2211,0.7002,0.8012,0.5
100000008465789100,distributor,0.749,2,0.6598,"Веер: 16 получателей при 1 плательщике; разослал 1.9 млн ₸, в среднем 109 тыс ₸ за перевод",62,,быстрый_транзит;всплеск_активности;возвратные_циклы;аномалия_колена,3,False,1,16,30099.0,1858100.0,1,17,61.732948,False,1.0,0,3,15.708576,8e-06,6,0.00029,0.000845,1.0,0.0,1,1,0,0,True,0.5618,0.2211,0.6823,0.5734,0.75
100000004892144100,terminal,0.9,21,0.6571,"Получил 4.5 млн ₸ от 2 плательщиков, дальше ушло лишь 4% (исходящие наблюдаемы)",63,,возвратные_циклы;аномалия_колена,3,False,2,1,4500000.0,180300.0,7,1,0.040067,False,1.0,0,2,67252.520475,0.014945,1,0.002783,0.0,0.0,10.0,2,3,0,0,True,0.54,0.3193,0.8493,0.498,0.5
100000008517538100,distributor,0.734,2,0.6484,"Веер: 17 получателей при 3 плательщиках; разослал 1.4 млн ₸, в среднем 80 тыс ₸ за перевод",64,,быстрый_транзит;повторяющиеся_маршруты;аномалия_колена,3,False,3,17,155500.0,1439000.0,6,18,9.254019,False,1.0,0,2,211.687844,0.000147,8,0.000307,0.000246,0.993569,2.0,1,0,3,0,True,0.5505,0.1395,0.6341,0.7055,0.75
100000004160650100,distributor,0.66,24,0.6448,"Веер: 10 получателей при 2 плательщиках; разослал 1.5 млн ₸, в среднем 37 тыс ₸ за перевод",65,,быстрый_транзит;возвратные_циклы;повторяющиеся_маршруты;дробление,2,False,2,10,75100.0,1489827.0,4,40,19.837909,False,1.0,0,1,3511.603097,0.002357,1,0.000369,5e-06,1.0,0.0,1,10,4,8,False,0.495,0.0,0.6407,0.7242,1.0
100000003796063100,distributor,0.739,1,0.6412,"Веер: 15 получателей при 1 плательщике; разослал 959 тыс ₸, в среднем 42 тыс ₸ за перевод",66,,быстрый_транзит;возвратные_циклы;аномалия_колена,3,False,1,15,35000.0,959150.0,1,23,27.404286,False,1.0,0,1,2484.092268,0.00259,11,0.000685,0.001179,1.0,0.0,1,4,0,1,True,0.5542,0.0,0.5575,0.9466,0.75
100000000332284100,consolidator,0.755,4,0.6362,"Сбор от 10 плательщиков: 107 тыс ₸; отдал 290 тыс ₸ 3 получ. — больше, чем получил в выборке; к узлу ведут цепочки переводов от 3 seed",67,,синхронный_сбор;аномалия_колена,2,False,10,3,107426.0,289500.0,12,3,2.694878,False,1.0,0,3,6538.783093,0.022586,4,0.000717,0.000109,0.051198,18.0,3,0,0,0,True,0.6795,0.2211,0.3315,0.9248,0.5
100000005514161100,consolidator,0.68,8,0.6231,Сбор от 4 плательщиков (seed: 1): 402 тыс ₸; дальше ушло 12% (1 получ.); к узлу ведут цепочки переводов от 6 seed,68,,,1,False,4,1,401500.0,50000.0,7,1,0.124533,False,1.0,1,6,116168.878167,0.289337,1,0.000806,4e-05,0.0,,2,0,0,0,False,0.612,0.592,0.3932,0.9106,0.0
100000008743913100,distributor,0.688,2,0.6226,"Веер: 13 получателей при 3 плательщиках; разослал 1.9 млн ₸, в среднем 142 тыс ₸ за перевод",69,,быстрый_транзит;всплеск_активности,2,False,3,13,149300.0,1850600.0,3,13,12.395177,False,1.0,0,6,9752.604867,0.00527,3,0.000332,0.000306,0.939719,0.0,2,0,0,0,False,0.516,0.3605,0.6816,0.774,0.25
100000001162560100,distributor,0.707,6,0.6211,"Веер: 12 получателей при 1 плательщике; разослал 2.9 млн ₸, в среднем 207 тыс ₸ за перевод",70,,аномалия_колена,1,False,1,12,331300.0,2904398.0,2,14,8.766671,False,1.0,1,1,331300.0,0.114068,2,0.000321,3e-06,0.519167,2.0,1,0,0,1,True,0.5302,0.3303,0.7667,0.6641,0.25
100000003635170100,transit,0.819,7,0.6179,"Пропуск 94%: получил 268 тыс ₸ от 3 плательщиков, отдал 254 тыс ₸ 4 получ.; 36% ушло ≤2 дн. после поступления",71,,возвратные_циклы;повторяющиеся_маршруты,1,False,3,4,268500.0,253500.0,13,10,0.944134,False,1.0,1,5,51616.042849,0.192239,1,0.001148,0.000188,0.357542,2.0,2,2,1,1,False,0.4504,0.4787,0.3172,0.9573,0.5
100000001282143100,consolidator,0.692,2,0.6178,Сбор от 5 плательщиков: 1.7 млн ₸; дальше не ушло ничего; к узлу ведут цепочки переводов от 5 seed,72,terminal,синхронный_сбор;аномалия_колена,3,False,5,0,1700000.0,0.0,6,0,0.0,False,0.0,0,5,857.826675,0.000505,5,0.000402,0.0,0.0,,4,0,0,0,True,0.6228,0.3238,0.6656,0.3539,0.5
100000005578559100,distributor,0.778,15,0.6171,"Веер: 21 получатель при 2 плательщиках; разослал 893 тыс ₸, в среднем 39 тыс ₸ за перевод",73,,быстрый_транзит;всплеск_активности;возвратные_циклы,2,False,2,21,131000.0,893163.67,2,23,6.818043,False,1.0,0,2,6891.761014,0.007716,3,0.000391,0.000967,1.0,0.0,1,1,0,0,False,0.5835,0.1395,0.5441,0.8365,0.5
100000008560717100,consolidator,0.763,4,0.6126,Сбор от 7 плательщиков (seed: 1): 529 тыс ₸; дальше ушло 5% (1 получ.); к узлу ведут цепочки переводов от 3 seed,74,terminal,аномалия_колена,1,False,7,1,529000.0,25000.0,9,1,0.047259,False,1.0,1,3,46319.338263,0.08756,7,0.000331,1.9e-05,0.0,25.0,2,0,0,0,True,0.6867,0.3657,0.4452,0.6855,0.25
100000001072022100,terminal,0.933,5,0.6086,"Получил 1.7 млн ₸ от 3 плательщиков (seed: 1), исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 5 seed",75,,,1,False,3,0,1684000.0,0.0,6,0,0.0,False,0.0,1,5,747675.712219,0.443988,3,0.000502,0.0,0.0,,2,0,0,0,False,0.5598,0.731,0.6638,0.3886,0.0
100000002547110100,consolidator,0.716,2,0.6079,Сбор от 6 плательщиков: 1.5 млн ₸; дальше не ушло ничего; к узлу ведут цепочки переводов от 3 seed,76,terminal,синхронный_сбор;всплеск_активности;аномалия_колена,3,False,6,0,1500000.0,0.0,10,0,0.0,False,0.0,0,3,2351.373809,0.001568,5,0.000552,0.0,0.0,,5,0,0,0,True,0.6444,0.2211,0.6419,0.4248,0.5
100000001899164100,consolidator,0.651,17,0.6078,Сбор от 4 плательщиков (seed: 1): 292 тыс ₸; дальше ушло 26% (3 получ.); к узлу ведут цепочки переводов от 5 seed,77,,возвратные_циклы,1,False,4,3,291675.0,76500.0,5,3,0.262278,False,1.0,1,5,24811.667941,0.085066,1,0.001177,0.000127,0.0,22.0,2,2,0,0,False,0.5859,0.4096,0.3329,0.9517,0.25
100000004159526100,consolidator,0.642,16,0.6077,Сбор от 4 плательщиков (seed: 1): 275 тыс ₸; дальше ушло 25% (4 получ.); к узлу ведут цепочки переводов от 3 seed,78,,возвратные_циклы,1,False,4,4,275037.0,68000.0,4,6,0.247239,False,1.0,1,3,108289.239691,0.393726,3,0.000853,9.8e-05,0.109076,1.0,2,1,0,0,False,0.5778,0.4459,0.3218,0.9339,0.25
100000002605308100,terminal,0.942,16,0.6058,"Получил 2.6 млн ₸ от 3 плательщиков, исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 4 seed",79,,аномалия_колена,2,False,3,0,2569521.84,0.0,7,0,0.0,False,0.0,0,4,30010.237432,0.011679,0,0.000885,0.0,0.0,,1,0,0,0,True,0.5652,0.3827,0.7435,0.4706,0.25
100000000594783100,terminal,0.838,21,0.6049,"Получил 2.6 млн ₸ от 1 плательщика, дальше ушло лишь 6% (исходящие наблюдаемы)",80,,возвратные_циклы;аномалия_колена,3,False,1,2,2635000.0,152500.0,10,2,0.057875,False,1.0,0,2,39380.086989,0.014945,1,0.001382,0.0,0.02277,6.0,1,3,0,0,True,0.5028,0.2688,0.7483,0.4855,0.5
100000000552584100,terminal,0.845,21,0.6026,"Получил 2.5 млн ₸ от 1 плательщика, дальше ушло лишь 2% (исходящие наблюдаемы)",81,,возвратные_циклы;аномалия_колена,3,False,1,1,2500000.0,57500.0,3,1,0.023,False,1.0,0,2,37362.511375,0.014945,1,0.001325,0.0,0.0,4.0,1,1,0,0,True,0.507,0.2639,0.7384,0.4842,0.5
100000008512827100,distributor,0.64,2,0.6019,"Веер: 10 получателей при 3 плательщиках; разослал 1.9 млн ₸, в среднем 194 тыс ₸ за перевод",82,,быстрый_транзит;всплеск_активности,2,False,3,10,107949.0,1944500.0,3,10,18.013136,False,1.0,0,5,6949.013235,0.003574,3,0.000335,0.000137,0.907364,1.0,1,0,0,0,False,0.48,0.3238,0.6909,0.768,0.25
100000008686313100,peripheral,0.5,10,0.6016,"Получил 1.9 млн ₸ от 6 плательщиков, отдал 334 тыс ₸ 7 получ., пропуск 17%; пороги ролей не достигнуты",83,,возвратные_циклы;повторяющиеся_маршруты;аномалия_колена,1,False,6,7,1912716.0,333800.0,16,13,0.174516,False,1.0,1,3,233150.304278,0.121895,7,0.000468,0.001985,0.049534,3.0,2,38,6,0,True,0.05,0.5182,0.6878,0.8712,0.75
100000008546855100,consolidator,0.685,18,0.5981,Сбор от 6 плательщиков: 72 тыс ₸; дальше ушло 14% (2 получ.); к узлу ведут цепочки переводов от 3 seed,84,,синхронный_сбор;всплеск_активности;возвратные_циклы;повторяющиеся_маршруты,2,False,6,2,71790.0,10000.0,8,2,0.139295,False,1.0,0,3,1518.843398,0.021157,1,0.001427,5.9e-05,0.139295,1.0,5,2,2,0,False,0.6165,0.2211,0.0683,0.9411,0.75
100000008723830100,transit,0.993,3,0.5938,"Пропуск 99%: получил 460 тыс ₸ от 2 плательщиков, отдал 455 тыс ₸ 1 получ.; 99% ушло ≤2 дн. после поступления",85,,быстрый_транзит,1,False,2,1,459785.0,455000.0,2,1,0.989593,False,1.0,1,2,454092.97584,0.98762,1,0.00034,2e-05,0.987418,1.0,1,0,0,0,False,0.5462,0.4996,0.4188,0.7191,0.25
100000005171642100,transit,0.965,2,0.5929,"Пропуск 98%: получил 697 тыс ₸ от 2 плательщиков, отдал 684 тыс ₸ 1 получ.; 89% ушло ≤2 дн. после поступления",86,,быстрый_транзит;возвратные_циклы,3,False,2,1,696800.0,683600.0,5,4,0.981056,False,1.0,0,1,45199.419377,0.064867,1,0.002767,0.0,0.888921,0.0,1,2,0,0,False,0.5308,0.1424,0.4972,0.867,0.5
100000007442518100,peripheral,0.5,11,0.5926,"Получил 510 тыс ₸ от 5 плательщиков, отдал 4.4 млн ₸ 9 получ., пропуск 867%; пороги ролей не достигнуты",87,,быстрый_транзит;возвратные_циклы;аномалия_колена,1,False,5,9,510000.0,4419999.0,8,12,8.666665,False,1.0,1,4,7293.080515,0.00165,4,0.000649,0.000252,0.656863,2.0,1,1,0,0,True,0.05,0.2789,0.8459,0.9295,0.75
100000008466579100,distributor,0.746,2,0.5924,"Веер: 17 получателей при 2 плательщиках; разослал 1.9 млн ₸, в среднем 97 тыс ₸ за перевод",88,,быстрый_транзит;всплеск_активности,2,False,2,17,36952.0,1933000.0,2,20,52.311106,False,1.0,0,2,6063.565318,0.003137,8,0.000353,0.000506,1.0,1.0,1,0,0,2,False,0.5595,0.1395,0.6898,0.8036,0.25
100000007939160100,terminal,0.8,33,0.5923,"Получил 795 тыс ₸ от 1 плательщика (seed: 1), дальше ушло лишь 2% (исходящие наблюдаемы)",89,,возвратные_циклы,1,False,1,2,795000.0,14300.0,2,2,0.017987,False,1.0,1,1,795000.0,1.0,0,0.000665,0.0,0.0,,1,1,0,0,False,0.48,0.4129,0.5221,0.8212,0.25
100000004221668100,consolidator,0.609,2,0.5914,Сбор от 4 плательщиков: 1.1 млн ₸; дальше ушло 65% (3 получ.),90,,возвратные_циклы,2,False,4,3,1128300.0,731440.0,8,10,0.648267,False,1.0,0,1,73648.668746,0.065274,1,0.00309,5e-06,0.298591,3.0,1,3,0,1,False,0.5481,0.1884,0.5882,0.8908,0.25
100000004150593100,distributor,0.694,3,0.5888,"Веер: 11 получателей при 1 плательщике; разослал 871 тыс ₸, в среднем 54 тыс ₸ за перевод",91,,быстрый_транзит;всплеск_активности;возвратные_циклы,2,False,1,11,57000.0,871165.0,2,16,15.283596,False,1.0,0,3,9088.201564,0.010432,0,0.000307,0.000222,1.0,0.0,1,3,0,1,False,0.5205,0.2211,0.5394,0.7035,0.5
100000001303311100,consolidator,0.692,2,0.5878,Сбор от 5 плательщиков: 1.3 млн ₸; дальше не ушло ничего; к узлу ведут цепочки переводов от 3 seed,92,terminal,синхронный_сбор;аномалия_колена,3,False,5,0,1324000.0,0.0,5,0,0.0,False,0.0,0,3,4293.682537,0.003243,3,0.000502,0.0,0.0,,4,0,0,0,True,0.6228,0.2211,0.6184,0.3881,0.5
100000003718221100,transit,0.874,23,0.5878,"Пропуск 121%: получил 350 тыс ₸ от 2 плательщиков, отдал 424 тыс ₸ 4 получ.; 77% ушло ≤2 дн. после поступления",93,,быстрый_транзит;возвратные_циклы,2,False,2,4,350000.0,423500.0,6,8,1.21,False,1.0,0,2,32307.788716,0.076288,1,0.001043,3.9e-05,0.771429,0.0,1,4,0,0,False,0.4807,0.2501,0.4032,0.9202,0.5
100000003854444100,distributor,0.73,18,0.5868,"Веер: 14 получателей при 1 плательщике; разослал 2.3 млн ₸, в среднем 166 тыс ₸ за перевод",94,,быстрый_транзит,2,False,1,14,210000.0,2322909.0,4,14,11.061471,False,1.0,0,1,17231.748252,0.007418,2,0.000467,0.001075,0.633262,2.0,1,0,0,0,False,0.5475,0.0514,0.7245,0.8677,0.25
100000004486525100,consolidator,0.729,1,0.5867,Сбор от 8 плательщиков: 361 тыс ₸; дальше ушло 75% (2 получ.); к узлу ведут цепочки переводов от 3 seed,95,,синхронный_сбор;всплеск_активности,2,False,8,2,360924.0,271045.0,21,3,0.750975,False,1.0,0,3,13366.156125,0.037033,5,0.000806,5e-06,0.055167,4.0,5,0,0,1,False,0.6561,0.2484,0.3731,0.8561,0.25
