gid,role,role_score,cluster_id,priority_score,evidence,rank,role_secondary,flags,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,truncated,p_forward,seed_payers,seed_upstream,seed_kzt_in,seed_share,key_links,pagerank,betweenness,fast_in_share,lag_median_days,sync_payers_max,n_return_cycles,repeated_routes,split_days,anomaly,c_role,c_seed,c_volume,c_network,c_patterns
100000005820746100,terminal,0.844,21,0.5677,"Получил 2 млн ₸ от 1 плательщика, дальше ушло лишь 3% (исходящие наблюдаемы)",107,,возвратные_циклы;аномалия_колена,3,False,1,1,1989000.0,60000.0,2,1,0.030166,False,1.0,0,1,60426.906159,0.030381,0,0.000989,0.0,0.0,4.0,1,1,0,0,True,0.5064,0.1698,0.6952,0.4758,0.5
100000001616816100,consolidator,0.645,8,0.567,Сбор от 5 плательщиков: 176 тыс ₸; дальше ушло 103% (3 получ.); к узлу ведут цепочки переводов от 7 seed,108,transit,быстрый_транзит;возвратные_циклы;seed,0,True,5,3,176195.0,181326.0,12,10,1.029121,False,1.0,0,7,57745.809437,1.0,1,0.002435,0.000105,0.6883,2.0,1,2,0,2,False,0.5805,0.557,0.2431,0.9635,0.5
100000002175422100,peripheral,0.5,25,0.561,"Получил 68 тыс ₸ от 3 плательщиков, отдал 1.6 млн ₸ 6 получ., пропуск 2367%; пороги ролей не достигнуты",109,,быстрый_транзит;возвратные_циклы;повторяющиеся_маршруты;дробление,2,False,3,6,68500.0,1621188.0,5,14,23.666978,False,1.0,0,2,7453.25666,0.004597,1,0.000846,0.000159,0.708029,2.0,2,3,1,3,False,0.05,0.1395,0.6566,0.9431,1.0
100000008111003100,consolidator,0.698,1,0.5607,Сбор от 6 плательщиков: 223 тыс ₸; дальше ушло 16% (1 получ.); к узлу ведут цепочки переводов от 3 seed,110,,возвратные_циклы,2,False,6,1,222716.0,35000.0,9,1,0.157151,False,1.0,0,3,15807.059813,0.070974,4,0.00047,0.000882,0.0,8.0,2,4,0,0,False,0.6282,0.2643,0.282,0.8683,0.25
100000004603109100,peripheral,0.5,21,0.5591,"Получил 2.7 млн ₸ от 3 плательщиков, отдал 400 тыс ₸ 2 получ., пропуск 15%; пороги ролей не достигнуты",111,,возвратные_циклы;повторяющиеся_маршруты;аномалия_колена,3,False,3,2,2730000.0,400000.0,8,2,0.14652,False,1.0,0,2,40799.862421,0.014945,1,0.003178,1e-06,0.0,10.0,2,5,1,0,True,0.05,0.2722,0.755,0.8743,0.75
100000005778283100,consolidator,0.708,18,0.5589,Сбор от 3 плательщиков (seed: 2): 616 тыс ₸; дальше не ушло ничего; к узлу ведут цепочки переводов от 4 seed,112,terminal,,1,False,3,0,615760.0,0.0,3,0,0.0,False,0.0,2,4,346463.814588,0.56266,2,0.000438,0.0,0.0,,1,0,0,0,False,0.6372,0.6135,0.4739,0.3688,0.0
100000008659445100,transit,0.707,31,0.558,"Признаки передачи средств seed: вход неполон; переправил 875 тыс ₸ 4 получ., 31% — одному",113,,быстрый_транзит;возвратные_циклы;повторяющиеся_маршруты;дробление;seed,0,True,3,4,138490.0,875150.0,7,18,6.319229,False,1.0,0,0,79623.899851,1.0,0,0.002424,1e-06,0.746624,1.0,2,10,1,5,False,0.3889,0.1958,0.5402,0.8739,1.0
100000004962193100,consolidator,0.754,1,0.5579,Сбор от 8 плательщиков: 900 тыс ₸; дальше не ушло ничего; к узлу ведут цепочки переводов от 3 seed,114,terminal,синхронный_сбор,2,False,8,0,900468.0,0.0,11,0,0.0,False,0.0,0,3,10578.062493,0.011747,5,0.000657,0.0,0.0,,5,0,0,0,False,0.6786,0.2264,0.5456,0.4511,0.25
100000002958343100,peripheral,0.5,6,0.5576,"Получил 2.9 млн ₸ от 1 плательщика, отдал 1.4 млн ₸ 2 получ., пропуск 48%; пороги ролей не достигнуты",115,,возвратные_циклы;повторяющиеся_маршруты;аномалия_колена,2,False,1,2,2900000.0,1390000.0,4,17,0.47931,False,1.0,0,1,236546.122143,0.081568,0,0.00063,0.0,0.027586,10.0,1,1,1,2,True,0.05,0.2985,0.7664,0.8161,0.75
100000001937767100,peripheral,0.5,16,0.5575,"Получил 53 тыс ₸ от 1 плательщика, отдал 1.9 млн ₸ 4 получ., пропуск 3647%; пороги ролей не достигнуты",116,,быстрый_транзит;возвратные_циклы,1,False,1,4,53000.0,1933000.0,1,6,36.471698,False,1.0,1,5,53000.0,0.027419,1,0.000892,5.7e-05,1.0,0.0,1,1,0,1,False,0.05,0.4812,0.6898,0.9235,0.5
100000006707582100,distributor,0.715,15,0.5542,"Веер: 14 получателей при 2 плательщиках; разослал 961 тыс ₸, в среднем 64 тыс ₸ за перевод",117,,всплеск_активности;возвратные_циклы,1,False,2,14,39520.0,961138.0,2,15,24.320294,False,1.0,1,1,22408.470377,0.023315,4,0.000538,0.000363,0.44332,0.0,1,1,0,0,False,0.5362,0.0761,0.5579,0.8988,0.25
100000002723538100,distributor,0.674,1,0.5528,"Веер: 12 получателей при 3 плательщиках; разослал 560 тыс ₸, в среднем 40 тыс ₸ за перевод",118,,быстрый_транзит;возвратные_циклы,2,False,3,12,105647.0,560499.0,3,14,5.305394,False,1.0,0,2,6091.344402,0.010868,7,0.00032,0.000291,1.0,0.0,1,6,0,0,False,0.5055,0.1395,0.4561,0.754,0.5
100000003741418100,consolidator,0.739,1,0.5517,Сбор от 9 плательщиков: 152 тыс ₸; дальше ушло 26% (3 получ.); к узлу ведут цепочки переводов от 3 seed,119,,возвратные_циклы,2,False,9,3,151900.0,39920.0,13,3,0.262804,False,1.0,0,3,995.861542,0.006556,6,0.000633,5.3e-05,0.0,,2,1,0,0,False,0.6651,0.2211,0.2097,0.8984,0.25
100000003004487100,consolidator,0.663,25,0.5493,"Сбор от 4 плательщиков (seed: 1): 184 тыс ₸; отдал 265 тыс ₸ 2 получ. — больше, чем получил в выборке",120,,возвратные_циклы,1,False,4,2,183702.8,265015.0,9,3,1.442629,False,1.0,1,2,48512.523809,0.183056,3,0.000351,0.000193,0.050451,13.0,2,1,0,0,False,0.5967,0.2885,0.3148,0.7918,0.25
100000007593823100,distributor,0.688,1,0.5486,"Веер: 13 получателей при 3 плательщиках; разослал 163 тыс ₸, в среднем 8 тыс ₸ за перевод",121,,быстрый_транзит;возвратные_циклы;дробление,3,False,3,13,25000.0,162900.0,3,21,6.516,False,1.0,0,4,183.797955,0.001128,11,0.000291,0.000681,0.6,0.0,1,1,0,3,False,0.516,0.2789,0.2229,0.5847,0.75
100000008571433100,transit,0.826,29,0.5472,"Признаки передачи средств seed: вход неполон; переправил 1.4 млн ₸ 2 получ., 74% — одному",122,,быстрый_транзит;возвратные_циклы;seed,0,True,2,2,350000.0,1434000.0,2,3,4.097143,False,1.0,0,0,342027.920647,1.0,0,0.001626,1e-06,1.0,1.0,1,2,0,0,False,0.4543,0.3333,0.6334,0.865,0.5
100000008144528100,consolidator,0.692,3,0.5469,Сбор от 5 плательщиков: 1.1 млн ₸; дальше не ушло ничего; к узлу ведут цепочки переводов от 4 seed,123,terminal,всплеск_активности,2,False,5,0,1068202.6,0.0,13,0,0.0,False,0.0,0,4,36018.299565,0.033719,1,0.001056,0.0,0.0,,2,0,0,0,False,0.6228,0.3999,0.5779,0.4771,0.0
100000000274067100,peripheral,0.5,6,0.5451,"Получил 518 тыс ₸ от 2 плательщиков, отдал 3 млн ₸ 3 получ., пропуск 573%; пороги ролей не достигнуты",124,,возвратные_циклы;повторяющиеся_маршруты;аномалия_колена,1,False,2,3,517704.0,2969000.0,9,9,5.734937,False,1.0,1,1,242174.288498,0.081568,1,0.000414,1e-06,0.420518,0.0,1,1,1,1,True,0.05,0.3008,0.7708,0.7378,0.75
100000002371751100,transit,0.882,40,0.5448,"Пропуск 125%: получил 200 тыс ₸ от 1 плательщика, отдал 250 тыс ₸ 1 получ.; 85% ушло ≤2 дн. после поступления",125,,быстрый_транзит;повторяющиеся_маршруты,1,False,1,1,200000.0,250000.0,5,1,1.25,False,1.0,1,1,200000.0,0.8,0,0.000529,0.0,0.85,2.0,1,0,1,0,False,0.4851,0.2827,0.3038,0.7625,0.5
100000008742053100,distributor,0.707,2,0.5407,"Веер: 12 получателей при 1 плательщике; разослал 2.8 млн ₸, в среднем 232 тыс ₸ за перевод",126,,всплеск_активности;аномалия_колена,3,False,1,12,10000.0,2789000.0,1,12,278.9,False,1.0,0,2,11.242618,4e-06,3,0.000286,0.000121,0.0,3.0,1,0,0,0,True,0.5302,0.1395,0.759,0.4838,0.25
100000003299365100,transit,1.0,5,0.5383,"Пропуск 100%: получил 200 тыс ₸ от 1 плательщика, отдал 200 тыс ₸ 1 получ.; 100% ушло ≤2 дн. после поступления",127,,быстрый_транзит;возвратные_циклы,1,False,1,1,200000.0,200000.0,1,1,1.0,False,1.0,1,4,200000.0,1.0,1,0.000326,0.0,1.0,0.0,1,1,0,0,False,0.55,0.5616,0.2616,0.2814,0.5
100000006977207100,distributor,0.739,9,0.5365,"Веер: 15 получателей при 1 плательщике; разослал 4.2 млн ₸, в среднем 277 тыс ₸ за перевод",128,,,2,False,1,15,414000.0,4157018.0,1,15,10.041106,False,1.0,0,1,8965.436907,0.002157,1,0.000348,3.3e-05,0.0,,1,0,0,0,False,0.5542,0.0,0.8343,0.7478,0.0
100000005610717100,consolidator,0.638,10,0.5364,Сбор от 4 плательщиков: 484 тыс ₸; дальше ушло 55% (1 получ.); к узлу ведут цепочки переводов от 3 seed,129,,повторяющиеся_маршруты,3,False,4,1,484500.0,265200.0,6,7,0.547368,False,1.0,0,3,2753.135035,0.005682,4,0.000345,1.9e-05,0.076367,4.0,1,0,1,1,False,0.5742,0.2211,0.4286,0.7037,0.25
100000002603769100,terminal,0.916,1,0.5357,"Получил 1.2 млн ₸ от 3 плательщиков (seed: 1), исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 3 seed",130,,,1,False,3,0,1185368.0,0.0,3,0,0.0,False,0.0,1,3,169725.655289,0.143184,2,0.000542,0.0,0.0,,1,0,0,0,False,0.5496,0.4883,0.5975,0.4177,0.0
100000000673868100,peripheral,0.5,11,0.5348,"Получил 2 млн ₸ от 1 плательщика, отдал 383 тыс ₸ 5 получ., пропуск 19%; пороги ролей не достигнуты",131,,возвратные_циклы;повторяющиеся_маршруты;аномалия_колена;дробление,3,False,1,5,2030650.0,383000.0,5,19,0.18861,False,1.0,0,1,3350.610249,0.00165,0,0.001173,4.1e-05,0.049245,6.0,1,2,3,5,True,0.05,0.0,0.6991,0.9273,1.0
100000003834495100,terminal,0.875,10,0.5324,"Получил 602 тыс ₸ от 3 плательщиков, дальше ушло лишь 3% (исходящие наблюдаемы)",132,,повторяющиеся_маршруты,3,False,3,1,602441.0,20000.0,5,1,0.033198,False,1.0,0,2,4208.525736,0.006986,2,0.000621,3e-06,0.0,24.0,2,0,1,0,False,0.525,0.1395,0.4698,0.8339,0.25
100000003528285100,consolidator,0.6,1,0.5315,"Сбор от 4 плательщиков: 119 тыс ₸; отдал 548 тыс ₸ 4 получ. — больше, чем получил в выборке",133,,быстрый_транзит,3,False,4,4,118870.0,548000.0,5,6,4.610078,False,1.0,0,2,1083.564636,0.001977,3,0.000404,0.000115,0.681417,0.0,1,0,0,0,False,0.54,0.1395,0.4519,0.8225,0.25
100000004186824100,terminal,0.83,3,0.5315,"Получил 452 тыс ₸ от 2 плательщиков (seed: 1), дальше ушло лишь 2% (исходящие наблюдаемы)",134,,,1,False,2,1,451700.0,7000.0,7,1,0.015497,False,1.0,1,2,450279.404174,0.996855,1,0.000382,2e-06,0.0,15.0,1,0,0,0,False,0.498,0.4988,0.4154,0.7264,0.0
100000006788200100,consolidator,0.651,8,0.5311,Сбор от 4 плательщиков (seed: 1): 272 тыс ₸; дальше ушло 24% (3 получ.); к узлу ведут цепочки переводов от 3 seed,135,,,1,False,4,3,272155.8,64500.0,4,4,0.236997,False,1.0,1,3,94672.957728,0.347863,2,0.000337,9.7e-05,0.0,8.0,1,0,0,0,False,0.5859,0.4332,0.3198,0.7631,0.0
100000005830339100,consolidator,0.671,1,0.5291,Сбор от 5 плательщиков: 476 тыс ₸; дальше ушло 71% (1 получ.),136,,аномалия_колена,3,False,5,1,476341.0,339251.0,12,1,0.712202,False,1.0,0,2,2360.177702,0.004955,5,0.000364,4e-06,0.0,16.0,1,0,0,0,True,0.6039,0.1395,0.4254,0.7169,0.25
100000001463701100,terminal,0.849,7,0.5282,"Получил 621 тыс ₸ от 2 плательщиков (seed: 1), исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 5 seed",137,,,1,False,2,0,621000.0,0.0,2,0,0.0,False,0.0,1,5,248027.64182,0.3994,1,0.000572,0.0,0.0,,2,0,0,0,False,0.5094,0.6269,0.4755,0.4346,0.0
100000006069103100,transit,0.718,3,0.5249,"Пропуск 118%: получил 229 тыс ₸ от 3 плательщиков, отдал 270 тыс ₸ 3 получ.",138,,возвратные_циклы,1,False,3,3,228818.0,270000.0,3,4,1.179977,False,1.0,1,2,127769.861022,0.473222,1,0.001152,5.8e-05,0.109257,1.0,1,1,0,0,False,0.3949,0.3799,0.3183,0.9339,0.25
100000008710843100,distributor,0.703,2,0.5232,"Веер: 13 получателей при 2 плательщиках; разослал 2 млн ₸, в среднем 142 тыс ₸ за перевод",139,,,2,False,2,13,33944.0,1985500.0,3,14,58.493401,False,1.0,0,3,462.190946,0.000233,5,0.000293,0.001236,0.441904,4.0,1,0,0,1,False,0.5272,0.2211,0.6949,0.6194,0.0
100000001411870100,terminal,0.868,8,0.5212,"Получил 900 тыс ₸ от 2 плательщиков (seed: 1), исходящих нет (исходящие наблюдаемы)",140,,,1,False,2,0,900000.0,0.0,4,0,0.0,False,0.0,1,2,783555.555556,0.870617,0,0.000478,0.0,0.0,,1,0,0,0,False,0.5208,0.551,0.5455,0.3808,0.0
100000000580561100,transit,0.787,33,0.5208,"Признаки передачи средств seed: вход неполон; переправил 1.5 млн ₸ 3 получ., 53% — одному",141,,быстрый_транзит;возвратные_циклы;повторяющиеся_маршруты;seed,0,True,2,3,27980.0,1488077.0,3,13,53.183595,False,1.0,0,0,18188.876905,1.0,0,0.000835,1e-06,0.846319,0.0,1,2,2,0,False,0.4329,0.0565,0.6404,0.8454,0.75
100000004679953100,terminal,0.834,1,0.5204,"Получил 344 тыс ₸ от 3 плательщиков (seed: 1), дальше ушло лишь 10% (исходящие наблюдаемы)",142,,возвратные_циклы,1,False,3,3,343538.0,34100.0,3,3,0.099261,False,1.0,1,2,41210.602395,0.119959,5,0.000334,0.000354,0.0,4.0,2,5,0,0,False,0.5004,0.2731,0.3638,0.7798,0.25
100000001609499100,terminal,0.824,1,0.5197,"Получил 263 тыс ₸ от 3 плательщиков (seed: 1), дальше ушло лишь 8% (исходящие наблюдаемы)",143,,возвратные_циклы,1,False,3,2,263113.0,21000.0,3,2,0.079814,False,1.0,1,2,94403.284252,0.358794,4,0.000321,0.000184,0.0,5.0,1,11,0,0,False,0.4944,0.3513,0.3134,0.7509,0.25
100000008258083100,peripheral,0.5,11,0.5196,"Получил 3.1 млн ₸ от 2 плательщиков, отдал 2 млн ₸ 2 получ., пропуск 65%; пороги ролей не достигнуты",144,,возвратные_циклы;аномалия_колена,2,False,2,2,3149500.0,2045650.0,13,6,0.649516,False,1.0,0,3,5196.733547,0.00165,0,0.00105,7.8e-05,0.037308,1.0,1,2,0,0,True,0.05,0.2211,0.7819,0.9382,0.5
100000001527186100,terminal,0.796,5,0.5193,"Получил 678 тыс ₸ от 1 плательщика (seed: 1), исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 4 seed",145,,,1,False,1,0,678000.0,0.0,2,0,0.0,False,0.0,1,4,678000.0,1.0,1,0.000421,0.0,0.0,,1,0,0,0,False,0.4776,0.6769,0.4921,0.3601,0.0
100000006755850100,terminal,0.775,10,0.5188,"Получил 443 тыс ₸ от 1 плательщика, исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 9 seed",146,,,2,False,1,0,443475.8,0.0,3,0,0.0,False,0.0,0,9,165233.382481,0.372587,1,0.000649,0.0,0.0,,1,0,0,0,False,0.465,0.7068,0.4119,0.4493,0.0
100000004707703100,transit,0.885,3,0.5182,"Пропуск 97%: получил 239 тыс ₸ от 2 плательщиков, отдал 232 тыс ₸ 5 получ.; 59% ушло ≤2 дн. после поступления",147,,,1,False,2,5,239300.0,231650.0,3,6,0.968032,False,1.0,1,2,239277.98501,0.999908,1,0.000636,0.000107,0.58504,0.0,1,0,0,0,False,0.4868,0.4391,0.2955,0.9146,0.0
100000002939838100,terminal,0.879,5,0.5161,"Получил 571 тыс ₸ от 3 плательщиков (seed: 1), исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 6 seed",148,,,1,False,3,0,571233.0,0.0,3,0,0.0,False,0.0,1,6,167403.011007,0.293056,1,0.0004,0.0,0.0,,1,0,0,0,False,0.5274,0.6264,0.4597,0.353,0.0
100000002957306100,terminal,0.827,7,0.5157,"Получил 398 тыс ₸ от 2 плательщиков (seed: 2), исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 8 seed",149,,,1,False,2,0,398490.0,0.0,2,0,0.0,False,0.0,2,8,398490.0,1.0,2,0.000355,0.0,0.0,,1,0,0,0,False,0.4962,0.7662,0.3918,0.3174,0.0
100000003923946100,peripheral,0.534,8,0.5148,"Получил 282 тыс ₸ от 1 плательщика, отдал 675 тыс ₸ 4 получ., пропуск 239%; пороги ролей не достигнуты",150,,быстрый_транзит;возвратные_циклы;повторяющиеся_маршруты,1,False,1,4,282000.0,675000.0,3,4,2.393617,False,1.0,1,2,282000.0,0.417778,1,0.000389,2e-06,0.716312,0.0,1,1,2,0,False,0.0534,0.4546,0.4912,0.7309,0.75
100000004847758100,distributor,0.699,1,0.5148,"Веер: 15 получателей при 4 плательщиках; разослал 489 тыс ₸, в среднем 21 тыс ₸ за перевод",151,,возвратные_циклы,1,False,4,15,115171.0,488800.0,4,23,4.244124,False,1.0,1,2,19047.021421,0.038967,10,0.000305,0.001359,0.37809,4.0,1,8,0,0,False,0.5242,0.2003,0.4303,0.7095,0.25
100000002963189100,peripheral,0.5,16,0.514,"Получил 490 тыс ₸ от 1 плательщика, отдал 5.2 млн ₸ 7 получ., пропуск 1065%; пороги ролей не достигнуты",152,,всплеск_активности;возвратные_циклы;аномалия_колена;дробление,3,False,1,7,490000.0,5219000.0,3,15,10.65102,False,1.0,0,1,541.779663,0.000104,1,0.000424,8.5e-05,0.0,6.0,1,1,0,3,True,0.05,0.0,0.8773,0.8247,0.75
100000002480800100,terminal,0.845,1,0.5135,"Получил 569 тыс ₸ от 2 плательщиков (seed: 1), исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 4 seed",153,,,1,False,2,0,569251.0,0.0,2,0,0.0,False,0.0,1,4,231680.923216,0.406993,2,0.000641,0.0,0.0,,2,0,0,0,False,0.507,0.5755,0.4591,0.4484,0.0
100000004692798100,terminal,0.789,17,0.5114,"Получил 240 тыс ₸ от 2 плательщиков (seed: 1), дальше ушло лишь 6% (исходящие наблюдаемы)",154,,возвратные_циклы,1,False,2,1,240305.0,15000.0,4,2,0.062421,False,1.0,1,1,202974.825348,0.844655,1,0.001911,0.0,0.0,8.0,1,1,0,1,False,0.4734,0.2841,0.2963,0.8594,0.25
100000005074393100,peripheral,0.5,13,0.5102,"Получил 563 тыс ₸ от 4 плательщиков, отдал 686 тыс ₸ 6 получ., пропуск 122%; пороги ролей не достигнуты",155,,возвратные_циклы,1,False,4,6,563026.0,685500.0,5,10,1.217528,False,1.0,1,6,201070.801718,0.29332,2,0.00106,0.000217,0.0,8.0,1,3,0,0,False,0.05,0.6437,0.4941,0.9564,0.25
100000002193259100,transit,0.89,17,0.5091,"Пропуск 121%: получил 48 тыс ₸ от 2 плательщиков, отдал 58 тыс ₸ 3 получ.; 83% ушло ≤2 дн. после поступления",156,,быстрый_транзит;возвратные_циклы,2,False,2,3,48000.0,58000.0,2,3,1.208333,False,1.0,0,4,1365.338383,0.02354,1,0.000891,6.4e-05,0.833333,0.0,1,2,0,0,False,0.4895,0.2789,0.028,0.9288,0.5
100000004997515100,consolidator,0.6,2,0.5086,Сбор от 4 плательщиков: 395 тыс ₸; дальше ушло 14% (4 получ.); к узлу ведут цепочки переводов от 5 seed,157,,,3,False,4,4,395000.0,54500.0,4,4,0.137975,False,1.0,0,5,1498.930428,0.003795,2,0.000357,9e-05,0.0,17.0,1,0,0,0,False,0.54,0.3238,0.3901,0.7827,0.0
100000005287097100,peripheral,0.518,3,0.5081,"Получил 127 тыс ₸ от 2 плательщиков, отдал 697 тыс ₸ 9 получ., пропуск 548%; пороги ролей не достигнуты",158,,быстрый_транзит;возвратные_циклы;дробление,1,False,2,9,127173.0,697300.0,5,42,5.483082,False,1.0,1,3,111178.999136,0.159442,5,0.000303,0.000783,0.784545,0.0,1,8,0,12,False,0.0518,0.4484,0.4974,0.6973,0.75
100000007998965100,consolidator,0.671,15,0.5077,Сбор от 5 плательщиков: 278 тыс ₸; дальше ушло 9% (1 получ.); к узлу ведут цепочки переводов от 4 seed,159,terminal,,2,False,5,1,278000.0,26000.0,7,3,0.093525,False,1.0,0,4,3461.350811,0.012451,4,0.000472,2e-05,0.0,15.0,2,0,0,0,False,0.6039,0.2789,0.3238,0.798,0.0
100000002870463100,terminal,0.819,8,0.506,"Получил 207 тыс ₸ от 3 плательщиков, дальше ушло лишь 5% (исходящие наблюдаемы)",160,,возвратные_циклы,2,False,3,1,207000.0,10000.0,4,1,0.048309,False,1.0,0,2,25342.966638,0.12243,2,0.00193,1.9e-05,0.0,14.0,1,1,0,0,False,0.4914,0.2272,0.2681,0.9066,0.25
100000006579678100,peripheral,0.5,3,0.5053,"Получил 193 тыс ₸ от 2 плательщиков, отдал 1.7 млн ₸ 6 получ., пропуск 865%; пороги ролей не достигнуты",161,,всплеск_активности;возвратные_циклы;дробление,1,False,2,6,192930.0,1668800.0,2,15,8.649769,False,1.0,1,2,47169.860416,0.028266,2,0.000626,0.000449,0.222516,4.0,1,2,0,3,False,0.05,0.2859,0.6621,0.9324,0.5
100000006225798100,terminal,0.884,14,0.5039,"Получил 722 тыс ₸ от 3 плательщиков, дальше ушло лишь 4% (исходящие наблюдаемы); к узлу ведут цепочки переводов от 3 seed",162,,,3,False,3,2,722000.0,26300.0,4,2,0.036427,False,1.0,0,3,1353.78273,0.001875,3,0.00036,3.8e-05,0.0,,1,0,0,0,False,0.5304,0.2211,0.5039,0.7609,0.0
100000008094734100,consolidator,0.746,1,0.5038,Сбор от 4 плательщиков (seed: 2): 236 тыс ₸; дальше не ушло ничего; к узлу ведут цепочки переводов от 4 seed,163,terminal,,1,False,4,0,236249.0,0.0,4,0,0.0,False,0.0,2,4,198793.708298,0.841458,4,0.000344,0.0,0.0,,1,0,0,0,False,0.6714,0.5611,0.2931,0.306,0.0
100000001965374100,peripheral,0.5,21,0.5033,"Получил 1.8 млн ₸ от 2 плательщиков, отдал 3.1 млн ₸ 3 получ., пропуск 175%; пороги ролей не достигнуты",164,,возвратные_циклы;повторяющиеся_маршруты,2,False,2,3,1759720.0,3082100.0,8,5,1.751472,False,1.0,0,1,93635.881082,0.030381,0,0.001282,2e-06,0.075035,7.0,2,1,1,2,False,0.05,0.2111,0.7779,0.8668,0.5
100000008418835100,transit,0.623,7,0.5018,"Признаки передачи средств seed: вход неполон; переправил 186 тыс ₸ 4 получ., 41% — одному",165,,повторяющиеся_маршруты;seed,0,True,1,4,1372000.0,186179.0,67,6,0.135699,False,1.0,1,1,1372000.0,1.0,2,0.000529,0.000317,0.0,14.0,1,0,3,1,False,0.3426,0.4644,0.6251,0.879,0.25
100000007229557100,terminal,0.901,2,0.5012,"Получил 878 тыс ₸ от 3 плательщиков, исходящих нет (исходящие наблюдаемы); к узлу ведут цепочки переводов от 4 seed",166,,синхронный_сбор,3,False,3,0,878000.0,0.0,3,0,0.0,False,0.0,0,4,2933.708094,0.003341,3,0.000394,0.0,0.0,,3,0,0,0,False,0.5406,0.2789,0.5409,0.3492,0.25
100000002628576100,transit,0.795,4,0.5009,"Пропуск 74%: получил 728 тыс ₸ от 2 плательщиков, отдал 539 тыс ₸ 2 получ.; 61% ушло ≤2 дн. после поступления",167,,быстрый_транзит,3,False,2,2,727882.0,539000.0,3,2,0.740505,False,1.0,0,3,837.529375,0.001151,2,0.000311,3.8e-05,0.612329,0.0,1,0,0,0,False,0.4373,0.2211,0.5055,0.6788,0.25
100000008601794100,transit,0.845,39,0.5,"Признаки передачи средств seed: вход неполон; переправил 871 тыс ₸ 1 получ., 100% — одному",168,,возвратные_циклы;seed,0,True,2,1,494400.0,871400.0,8,13,1.76254,False,1.0,0,0,494400.0,1.0,0,0.002368,0.0,0.070793,0.0,1,2,0,1,False,0.4648,0.3681,0.5394,0.8654,0.25
100000003035737100,terminal,0.861,9,0.4994,"Получил 809 тыс ₸ от 2 плательщиков, дальше ушло лишь 1% (исходящие наблюдаемы); к узлу ведут цепочки переводов от 3 seed",169,,,3,False,2,1,809170.0,6544.53,3,1,0.008088,False,1.0,0,3,1136.454315,0.001404,2,0.000379,1.9e-05,0.0,9.0,1,0,0,0,False,0.5166,0.2211,0.5254,0.7349,0.0
100000008460102100,distributor,0.841,32,0.4984,"Веер: 31 получатель при 1 плательщике; разослал 477 тыс ₸, в среднем 14 тыс ₸ за перевод",170,,аномалия_колена,3,False,1,31,17500.0,476570.0,1,34,27.232571,False,1.0,0,1,23.058812,4.8e-05,1,0.0003,0.000978,1.0,0.0,1,0,0,1,True,0.6307,0.0,0.4255,0.679,0.25
100000001567366100,terminal,0.806,3,0.4966,"Получил 824 тыс ₸ от 1 плательщика (seed: 1), исходящих нет (исходящие наблюдаемы)",171,,,1,False,1,0,824070.0,0.0,4,0,0.0,False,0.0,1,2,824070.0,1.0,1,0.000374,0.0,0.0,,1,0,0,0,False,0.4836,0.5558,0.5289,0.3345,0.0
100000004140487100,distributor,0.68,1,0.4962,"Веер: 10 получателей при 1 плательщике; разослал 263 тыс ₸, в среднем 14 тыс ₸ за перевод",172,,быстрый_транзит;всплеск_активности;возвратные_циклы;дробление,3,False,1,10,24510.0,262600.0,1,19,10.713994,False,1.0,0,1,60.265848,0.000229,8,0.000289,0.000325,1.0,0.0,1,5,0,4,False,0.51,0.0,0.313,0.5585,0.75
100000004717647100,peripheral,0.5,34,0.4959,"Получил 300 тыс ₸ от 1 плательщика, отдал 2.2 млн ₸ 5 получ., пропуск 747%; пороги ролей не достигнуты",173,,возвратные_циклы;повторяющиеся_маршруты;аномалия_колена,3,False,1,5,300000.0,2240000.0,2,10,7.466667,False,1.0,0,1,329.208426,0.000147,0,0.001023,7.8e-05,0.156667,1.0,1,1,1,2,True,0.05,0.0,0.7176,0.9375,0.75
100000005456919100,terminal,0.834,31,0.4958,"Получил 480 тыс ₸ от 2 плательщиков (seed: 1), дальше ушло лишь 1% (исходящие наблюдаемы)",174,,возвратные_циклы,1,False,2,1,479950.0,5000.0,10,1,0.010418,False,1.0,1,1,326558.198585,0.6804,0,0.00137,0.0,0.0,15.0,2,3,0,0,False,0.5004,0.329,0.4269,0.4849,0.25
100000003946524100,transit,0.722,5,0.4956,"Пропуск 108%: получил 134 тыс ₸ от 2 плательщиков, отдал 145 тыс ₸ 2 получ.",175,,возвратные_циклы,1,False,2,2,133757.0,144750.0,2,2,1.082186,False,1.0,1,4,114985.799018,0.794375,1,0.000326,0.000119,0.0,6.0,1,1,0,0,False,0.3971,0.5094,0.2006,0.7518,0.25
